CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
2253119,2253119,1,0.0,"-31.7547577,-52.3287253",UBS AREAL I,-31754781,-52328632,RUA APOLINARIO PORTO ALEGRE,290,AREAL,null,96080010,13:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2254964,2254964,5,911.07,"-29.7201733,-52.4265394",HOSPITAL SANTA CRUZ,"-2,97202220104767E+016","-5,24268865585327E+016",RUA FERNANDO ABOTT,174,CENTRO,null,96810072,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2257548,2257548,1,32.4,"-30.8483121,-51.8156112",HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA,-30851,-51812,CRISTOVAO GOMES DE ANDRADE,665,CENTRO,null,96780092,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2259095,2259095,1,0.0,"-28.3488673,-54.5013312",CS SMS VITORIA DAS MISSOES,"-2,83545276893161E+016",-5450010538101190,AVN SETE POVOS,S/N,CENTRO,null,98850000,08:00,17:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2260204,2260204,4,37.410000000000004,"-28.3861508,-53.9223383",POSTO CENTRAL SECRETARIA MUNICIPAL DA SAUDE IJUI,-283924221,-539219424,RUA 19 DE OUTUBRO,685,CENTRO,null,98700000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2261057,2261057,10,3957.9500000000003,"-28.3937173,-53.9107443",HOSPITAL DE CARIDADE DE IJUI,-283933426,-53900532,AV DAVID JOSE MARTINS,152,CENTRO,CAIXA POSTAL 92,98700000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2262002,2262002,1,22.27,"-30.9814187,-54.6699036",HOSPITAL SAO LUIZ,"-3,09813804309663E+016",-5467022180557250,DUQUE DE CAXIAS,1348,CENTRO,null,96450000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2262274,2262274,23,5956.0,"-28.2845276,-52.7954871",HOSPITAL COMUNITARIO DE CARAZINHO,-28284,-52786,GENERAL CAMARA,70,CENTRO,null,99500000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2262568,2262568,96,865.56,"-30.0552355,-51.1733802",HOSPITAL SAO LUCAS DA PUCRS,"-3,00548869426766E+016",-5117581844329830,IPIRANGA,6690,JARDIM BOTANICO,null,90610000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2263602,2263602,3,0.0,"-28.6514377,-53.6242713",ESF I BAIRRO TORIBIO VERISSIMO,-28639,-53606,RUA ANTONIO MOREIRA PAZ,492,TORIBIO VERISSIMO,null,98010140,13:30,17:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2263661,2263661,4,0.0,"-28.6524372,-53.5970686999999",ESF III VILA ALVORADA,-28639,-53606,RUA GIRUA,663,VILA ALVORADA,null,98050200,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2264307,2264307,1,7.26,"-30.0285495,-51.2324692",CEREST PORTO ALEGRE,-300320771601895,"-5,12303853034973E+016",RUA CAPITAO MONTANHA,27,CENTRO,2 ANDAR,90010040,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2266342,2266342,1,23.16,"-30.005229934,-52.907280921",UNIDADE SANITARIA 14 MARINA,"-3,00052299344856E+016","-5,2907280921936E+016",AVENIDA DOS IMIGRANTES,52,MARINA,null,96501544,07:30,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2269295,2269295,459,4600.0,"-22.8514327,-43.3268081",SMS CMS CLEMENTINO FRAGA AP 33,-22851,-43326,RUA CAICARA,514,IRAJA,null,21361630,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2269341,2269341,18,30.0,"-22.911431,-43.2430023",SMS RIO HOSPITAL MUNICIPAL JESUS,-22903,-43208,OITO DE DEZEMBRO,717,VILA ISABEL,null,20550200,null,null,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2269368,2269368,1,10.0,"-22.9144314,-43.2130262",SMS POLICLINICA HELIO PELLEGRINO AP 22,"-22,91316","-43,212973",RUA DO MATOSO,96,PRACA DA BANDEIRA,null,20270133,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2269503,2269503,4,0.0,"-22.8879822,-43.2934027",SMS CMS EDUARDO A VILHENA AP 32,-2288799,-4329338,RUA JOSE DOS REIS,951,PILARES,null,20756115,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2269511,2269511,9,0.0,"-22.9230387,-43.5183608",SMS CMS GARFIELD DE ALMEIDA AP 52,-22903,-43208,RUA GENERAL PAULO DE OLIVEIRA,226,CAMPO GRANDE,null,23017520,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2269554,2269554,1,10.0,"-22.8978128,-43.5697286",SMS CMS BELIZARIO PENNA AP 52,"-22,89774","-43,56964",RUA FRANKLIN,29,CAMPO GRANDE,null,23080360,07:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2269562,2269562,1,0.0,"-22.8915448,-43.6056079",SMS CMS MARIO RODRIGUES CID AP 52,-22903,-43208,RUA MATUREIA,S/N,COSMOS,SANTA MARGARIDA,23060050,07:00,12:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2269732,2269732,12,0.0,"-22.8523263,-43.3493983",SMS CMS CARMELA DUTRA AP 33,-22852,-43349,AV DOS ITALIANOS,480,ROCHA MIRANDA,null,21510103,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2269783,2269783,1,18.55,"-22.9145682,-43.2371118",UERJ HOSPITAL UNIV PEDRO ERNESTO,-229146824,-432376498,AV 28 DE SETEMBRO,77,VILA ISABEL,null,20551900,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2269929,2269929,12,30.9,"-22.8902112,-43.7176565",SMS CMS CATTAPRETA AP 53,-2288976,-4371755,RUA ENGENHEIRO JOSE BOANERGES CESAR,S/N,SANTA CRUZ,CONJ SAO FERNANDO,23565380,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2269937,2269937,36,360.0,"-22.8795337,-43.3373482",SMS CMS ALBERTO BORGERTH AP 33,-22877,-43337,RUA PADRE MANSO,S/N,MADUREIRA,null,21310260,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2269953,2269953,264,0.0,"-22.925037,-43.2089519",SMS CMS SALLES NETTO AP 10,"-22,92497","-43,20895",PRACA CONDESSA PAULO DE FRONTIN,52,RIO COMPRIDO,null,20261190,08:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2270048,2270048,7,70.0,"-22.8701581,-43.4571061",SMS POLICLINICA MANOEL GUILHERME PAM BANGU AP 51,-22870285,-43457574,AV RIBEIRO DANTAS,571,BANGU,null,21870170,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2270064,2270064,1,25.83,"-22.8091128,-43.1893388",SMS POLICLINICA NEWTON ALVES CARDOZO AP 31,-2290302015029400,"-4,32081127166748E+016",RUA DR ANTONIO MONTEIRO ANTIGA RUA COMBU,191,JARDIM CARIOCA,CACUIA,21921610,08:00,13:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2270250,2270250,141,64.91,"-22.8998784,-43.2224651999999",SMS CMS ERNESTO ZEFERINO TIBAU JR AP 10,-2289978,-4322256,AVENIDA DO EXERCITO,1,SAO CRISTOVAO,null,20910025,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2270277,2270277,62,0.0,"-22.998868,-43.62981",SMS CMS ALVIMAR DE CARVALHO AP 52,"-22,99734","-43,62758",RUA SOLDADO ELISEU HIPOLITO,S/N,PEDRA DE GUARATIBA,null,23025110,07:00,21:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2270285,2270285,10,10.0,"-22.9553909,-43.6096894",SMS CMS WOODROW PIMENTEL PANTOJA AP 52,-22903,-43208,ESTRADA DO MAGARCA,4435,GUARATIBA,null,23031202,07:00,12:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2270420,2270420,245,2570.0,"-22.8749871,-43.4685474",SMS CMS WALDYR FRANCO AP 51,-2287498713,-4346854739,PRACA CECILIA PEDRO,60,BANGU,null,21840600,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2270455,2270455,4,0.0,"-22.8733048,-43.4490871",SMS CMS PADRE MIGUEL AP 51,-2287293767,-4344869477,RUA SANTO EVALDO,S/N,PADRE MIGUEL,null,21875220,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2270560,2270560,7,30.0,"-22.8882822,-43.4004966",SMS CMS MASAO GOTO AP 51,-2288699489,-4339962588,AV CARLOS PONTES,S/N,JARDIM SULACAP,null,21741340,07:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
2270633,2270633,33,0.0,"-22.9104418,-43.5839649",SMS CMS MARIO VITOR DE A PACHECO AP 52,-22903,-43208,AVENIDA CESARIO DE MELO,5580,INHOAIBA,null,23059001,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2273063,2273063,10,240.0,"-22.8937492,-43.1218734",LABORATORIO DOM BOSCO,"-2,28936803681143E+016","-4,31217241287231E+016",ERNANI DO AMARAL PEIXOTO,178,CENTRO,SALA 502 501 503,24020075,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2273179,2273179,30,290.0,"-22.8471418,-43.3785911",SMS CMS AUGUSTO DO AMARAL PEIXOTO AP 33,-22847,-43378,RUA JORNALISTA HERMANO REQUIAO,447,GUADALUPE,null,21670360,07:00,12:00,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,1
2273489,2273489,1,39.94,"-22.9535763,-43.1772514",SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA,-22903,-43208,GENERAL SEVERIANO,91,BOTAFOGO,null,22290040,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2273551,2273551,12,29.25,"-22.86912,-43.674724",SMS CMS ALOYSIO AMANCIO DA SILVA AP 53,-229276,-4365236,ESTRADA DO CURTUME,S/N,SANTA CRUZ,JESUITAS,23575270,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2277298,2277298,101,1.0,"-22.87595,-43.2224674",SMS CF FERNANDO A BRAGA LOPES AP 10,"-22,87595","-43,22247",RUA CARLOS SEIDL,785,CAJU,null,20931004,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2277301,2277301,45,473.86000000000047,"-22.7614392,-43.1085114",SMS CMS MANOEL ARTHUR VILLABOIM AP 10,"-22,76144","-43,10825",PRACA BOM JESUS,40,PAQUETA,null,20397140,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2277328,2277328,5,0.0,"-22.9130169,-43.1907225",SMS CMS OSWALDO CRUZ AP 10,-2291251,-4319034,AV HENRIQUE VALADARES,151,CENTRO,null,20231031,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2279282,2279282,2,192.0,"-21.203324,-41.8900892",LABORATORIO CIPA,-212013756,-41891859,RUA DEZ DE MAIO,626,CENTRO,SALA 206,28300000,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2280167,2280167,16,161.0,"-22.8421991,-43.2375123",HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO,"-2,2842443446478E+016",-4323738098144530,RUA PROFESSOR RODOLPHO PAULO ROCCO,255,ILHA DO FUNDAO,CIDADE UNIVERSITARIA,21941590,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2280191,2280191,38,380.0,"-22.918943,-43.6878833",SMS POLICLINICA LINCOLN DE FREITAS FILHO AP 53,-229187205,-436871124,RUA ALVARO ALBERTO,601,SANTA CRUZ,null,23550040,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2280299,2280299,8,80.0,"-22.9092598,-43.1773387",SMS POLICLINICA ANTONIO RIBEIRO NETTO AP 10,-22903,-43208,AV TREZE DE MAIO,23,CENTRO,SALA 1330,20031902,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2280744,2280744,7,0.0,"-22.9132063,-43.2741493",SMS CMS CARLOS GENTILLE DE MELLO AP 32,-2291302,-4327411,RUA BICUIBA,181,ENGENHO NOVO,null,20715350,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2281201,2281201,1,24.0,"-23.0080385,-44.3192017999999",LABORATORIO ANGRALAB,-23008,-44321,RUA CONEGOS BITTENCOURT,22,CENTRO,null,23900300,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2287250,2287250,2,58.0,"-21.7559573,-41.3285677",SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS,-217562546,-413241216,RUA BARAO DE MIRACEMA,140,CENTRO,null,28035302,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2287447,2287447,2,48.0,"-21.7584061,-41.3342569",HOSPITAL ESCOLA ALVARO ALVIM,-217562546,-413241216,RUA BARAO DA LAGOA DOURADA,409,CENTRO,null,28035211,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2287919,2287919,1,24.0,"-22.470251,-43.8223394",CASA DE CARIDADE SANTA RITA,-22470587,-438228805,RUA FRANKLIN DE MORAES,67,CENTRO,null,27140000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2288346,2288346,8,0.0,"-22.9095716,-43.2008305",SMS CMS MARCOLINO CANDAU AP 10,-2290969,-43200844,RUA LAURA DE ARAUJO,36,CIDADE NOVA,null,20211170,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2291274,2291274,156,20.22,"-22.9005309,-43.2000997",SMS CMS JOSE MESSIAS DO CARMO AP 10,"-22,90071","-43,20036",RUA WALDEMAR DUTRA,55,SANTO CRISTO,null,20220780,08:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2292386,2292386,2,49.83,"-22.4249113,-42.9797731",HOSPITAL SAO JOSE,-224250819,-429811341,RUA JUDITH MAURICIO DE PAULA,40,IUCAS,null,25964220,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2295407,2295407,22,181.42999999999998,"-22.9083816,-43.5623467",SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52,-2290810855,-4356244414383200,AV CESARIO DE MELO,3215,CAMPO GRANDE,null,23050101,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2295415,2295415,23,281.90999999999997,"-22.9172328,-43.2201686",HOSPITAL UNIVERSITARIO GAFFREE E GUINLE,-22903,-43208,MARIZ E BARROS,775,TIJUCA,null,20270004,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2295423,2295423,2,20.0,"-22.9236718,-43.2820561",MS HOSPITAL FEDERAL CARDOSO FONTES,-22925833,-43316111,AVENIDA MENEZES CORTES,3245,FREGUESIA JPA,null,22745130,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2296586,2296586,1,0.0,"-22.8054082,-43.3563197",SMS CMS NASCIMENTO GURGEL AP 33,-22805,-43353,RUA MERCURIO,S/N,PAVUNA,null,21532290,08:00,12:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2296616,2296616,11211,110009.61000000004,"-22.8416475,-43.2381794",UFRJ IPPMG INST DE PUER PED MARTAGAO GESTEIRA,-2284086144750920,-4323836803436270,BRUNO LOBO,50,CIDADE UNIVERSITARIA,null,21941912,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2298120,2298120,101,580.4700000000001,"-22.8667152,-43.4419554",SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51,"-2,28669423057317E+016",-4344170093536370,RUA NILOPOLIS,329,REALENGO,null,21725090,00:00,23:59,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2304155,2304155,8,100.0,"-27.1496204,-52.3086302",HOSPITAL SAO ROQUE DE SEARA,-271504984,-52310836,RUA PADRE ANCHIETA,240,CENTRO,PREDIO,89770000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2306220,2306220,4,55.22,"-26.4912652,-49.086611",POLICLINICA DE ESPECIALIDADES DR JOAO BIRON,-26486,-49067,RUA AMAZONAS,50,CENTRO,null,89253030,06:30,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2306336,2306336,22,243.47,"-26.4888678,-49.085159",HOSPITAL SAO JOSE,-26486,-49067,WALDEMIRO MAZURECHEN,80,CENTRO,null,89251830,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2306344,2306344,823,7581.3200000000215,"-26.475829,-49.08235",HOSPITAL E MATERNIDADE JARAGUA,"-2,64747987318225E+016",-4908217191696160,RUA DOS MOTORISTAS DE 1936,120,CZERNIEWICZ,LAT RUA JORGE CZERN,89255060,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2307006,2307006,1,24.2,"-2.5315035,-44.2829301",SARAH SAO LUIS,-2.53,-44303,AV GOVERNADOR LUIS ROCHA,S/N,MONTE CASTELO,null,65035270,08:00,18:00,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2311607,2311607,23,230.0,"-10.372787,-50.9289245999999",HOSPITAL MUNICIPAL DE SANTA TEREZINHA,-10468663,-50512878,AV 08,S/N,CENTRO,CASA,78650000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2313057,2313057,17,2282.9000000000005,"-1.4078508,-51.6476276",HOSPITAL MUNICIPAL DE GURUPA JAIME ABENATHAR,"-1,40699637911185E+016","-5,16481339931488E+016",TRAVESSA ANTONIA NEVES,S/N,CENTRO,null,68300000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2314312,2314312,1,24.2,"-25.4285759,-49.2650078",UNIDADE MISTA DE SAUDE DE COLARES,-0.931559882903952,-4828558802604670,XV DE NOVEMBRO,S/N,CENTRO,null,68785000,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2323249,2323249,1,25.83,"-5.08924099999999,-42.8034853",HOSPITAL INFANTIL LUCIDIO PORTELLA,-5089,-42802,RUA GOV ARTUR DE VASCONCELOS,220,CENTRO,SUL,64001450,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2323494,2323494,1,25.83,"-5.0890053,-42.8069292",CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,-5089,-42802,MAGALHAES FILHO ZONA SUL,152,CENTRO,null,64001350,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2325721,2325721,3,0.0,"-9.40073939999999,-40.5047118",PS MAE SABINA,-4133256465548580,"-4,17806410789489E+016",RUA ANTONIO CUNHA,S/N,CENTRO,null,64265000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2332906,2332906,1,24.0,"-1.4566569,-48.4936042",ANATOMO PATOLOGISTAS ASSOCIADOS SC LTDA,-1456,-48504,TRAVESSA FERREIRA CANTAO,454,CAMPINA,SALA 02,66015280,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2332981,2332981,11,289.09,"-1.4581267,-48.4654515999999",HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,-1458,-48467,RUA DOS MUNDURUCUS,4487,GUAMA,null,66010000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2333201,2333201,236,2360.0,"-25.973384,32.5721611",CENTRO DE SAUDE ESCOLA DO MARCO,-1456,-48504,AV 25 DE SETEMBRO,2558,MARCO,null,66615000,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2335026,2335026,4,103.32,"-27.003205,-48.6344724",AEC AMBULATORIO DE ESPECIALIDADES CENTRAL,"-2,70062391035437E+016","-4,86366355419158E+016",RUA ANGELINA,1,DOS MUNICIPIOS,ANEXO HOSPITAL,88337470,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2336545,2336545,7,408.0,"-26.930885,-49.062923",CIPAC,"-2,6931032976708E+016",-4906301021575920,RIO BRANCO,981,JARDIM BLUMENAU,null,89010300,07:30,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2337835,2337835,3,72.0,"-16.6758197,-49.2717474",LABORATORIO BIOCITO,"-1,66729076188522E+016","-4,92723083496093E+016",RUA 9 A,315,SETOR AEROPORTO,QD 19A LT 31,74075250,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2337940,2337940,5,120.0,"-16.6764798,-49.2719256",CENTRO DE ANATOMIA PATOLOGICA E CITOLOGIA,-1667422316980960,-4926625728607170,AVENIDA ISMERINO S DE CARVALHO,789,SETOR AEROPORTO,QD 12A LT 13,74075040,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2338424,2338424,1,39.94,"-16.6751815,-49.2455905",HOSPITAL DAS CLINICAS,-167505125,-493061186,PRIMEIRA AVENIDA,S/N,SETOR LESTE UNIVERSI,QD 68 AREA 1,74605050,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2339080,2339080,3,6.93,"-16.6670266,-49.2438730999999",MATERNIDADE NOSSA SENHORA DE LOURDES,"-1,6652885461593E+016",-4925299644470210,RUA 230,S/N,NOVA VILA,null,74640210,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2339099,2339099,1,24.0,"-16.6906783,-49.2596618",INGOH INSTITUTO GOIANO DE ONCOLOGIA E HEMATOLOGIA,"-1,66901735050803E+016",-4925677299499510,RUA 87,598,SETOR SUL,null,74093300,08:00,18:00,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2340534,2340534,2,69.3,"-17.3077736,-48.279154",CENTRO MUNICIPAL DE SAUDE,-17301,-48.28,AV MARTA RASSI,11,VILA NOVA,null,75200000,06:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2357623,2357623,1,268.75,"-7.1204464,-34.8751334",ECOCLINICA,-7115,-34863,CORALIO SOARES DA OLIVEIRA,305,CENTRO,null,58013240,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2360411,2360411,11,176.4,"-2.4181315,-48.2368915",HOSPITAL MUNICIPAL DE TOME ACU,-2419,-48152,AV DIONISIO BENTES PA140,S/N,CENTRO,null,68680000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2361744,2361744,3,46.63,"-16.3357325,-48.9534093",HOSPITAL MUNICIPAL JAMEL CECILIO ANAPOLIS,"-1,63384664260128E+016",-4895231008529660,MIGUEL JOAO,S/N,VILA JUSSARA,null,75123015,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2361949,2361949,10,60.510000000000005,"-15.7429353,-49.3289124",HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM,-15757,-49334,AVN DIONI GOMES PEREIRA DA SILVA,S/N,AEROPORTO,null,76330000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2364840,2364840,1,101.1,"-2.9105285,-41.7811657",UNIMAGEM LTDA,-29124486,-41781073,RUA PADRE CASTELO BRANCO,1440,SAO JOSE,null,64218310,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2373971,2373971,2,135.39,"-3.818212,-38.5340091",CENTRO DE NEURORREABILITACAO SARAH FORTALEZA,-3818458,-38533989,AV PRESIDENTE JUSCELINO KUBITSCHEK,4500,PASSARE,null,60861634,08:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
